id,doctor_id,date,start_time,end_time,is_available,slot_duration_min
150,2,2026-09-06,15:00,15:30,0,30
151,2,2026-09-01,13:30,14:00,0,30
152,2,2026-09-19,17:30,18:00,0,30
153,2,2026-09-29,14:00,14:30,0,30
154,2,2026-09-23,09:00,09:30,0,30
155,2,2026-09-06,10:00,10:30,1,30
156,2,2026-10-01,08:30,09:00,0,30
157,2,2026-09-21,17:00,17:30,1,30
158,2,2026-09-04,15:30,16:00,1,30
159,2,2026-09-09,08:00,08:30,1,30
160,2,2026-09-27,12:30,13:00,1,30
161,2,2026-09-06,13:30,14:00,0,30
162,2,2026-09-13,13:30,14:00,1,30
163,2,2026-09-26,18:00,18:30,1,30
164,2,2026-10-01,14:00,14:30,0,30
165,2,2026-09-25,13:00,13:30,0,30
166,2,2026-09-21,12:00,12:30,0,30
167,2,2026-09-06,15:30,16:00,1,30
168,2,2026-09-29,12:30,13:00,1,30
169,2,2026-09-26,12:00,12:30,1,30
170,2,2026-09-07,13:30,14:00,0,30
171,2,2026-09-29,16:00,16:30,1,30
172,2,2026-09-19,10:30,11:00,1,30
173,2,2026-09-25,15:00,15:30,0,30
174,2,2026-09-24,10:30,11:00,1,30
175,2,2026-09-28,12:30,13:00,1,30
176,2,2026-09-21,18:30,19:00,0,30
177,2,2026-09-17,13:00,13:30,1,30
178,2,2026-10-01,14:30,15:00,0,30
179,2,2026-09-20,13:30,14:00,0,30
180,2,2026-09-28,10:00,10:30,1,30
181,2,2026-09-13,09:00,09:30,1,30
182,2,2026-09-11,12:30,13:00,1,30
183,2,2026-09-02,14:30,15:00,1,30
184,2,2026-09-14,13:00,13:30,1,30
185,2,2026-09-02,18:30,19:00,1,30
186,2,2026-09-15,18:30,19:00,1,30
187,2,2026-09-02,10:00,10:30,0,30
188,2,2026-09-21,16:00,16:30,1,30
189,2,2026-09-17,08:30,09:00,1,30
190,2,2026-09-26,15:00,15:30,1,30
191,2,2026-09-02,10:00,10:30,1,30
192,2,2026-09-13,10:30,11:00,1,30
193,2,2026-09-08,17:30,18:00,0,30
194,2,2026-09-29,12:00,12:30,1,30
195,2,2026-09-02,09:00,09:30,1,30
196,2,2026-09-04,10:30,11:00,1,30
197,2,2026-09-05,11:30,12:00,1,30
198,2,2026-09-16,09:00,09:30,1,30
199,2,2026-09-17,17:00,17:30,0,30
200,2,2026-09-29,17:30,18:00,1,30
201,3,2026-09-21,12:30,13:00,0,30
202,3,2026-09-07,17:30,18:00,0,30
203,3,2026-10-01,18:00,18:30,1,30
204,3,2026-09-07,13:00,13:30,1,30
205,3,2026-09-01,12:00,12:30,1,30
206,3,2026-09-21,18:00,18:30,1,30
207,3,2026-09-26,12:30,13:00,1,30
208,3,2026-09-18,13:30,14:00,0,30
209,3,2026-09-07,11:30,12:00,1,30
210,3,2026-09-08,15:00,15:30,1,30
211,3,2026-09-30,09:30,10:00,1,30
212,3,2026-09-06,13:00,13:30,0,30
213,3,2026-09-15,15:00,15:30,1,30
214,3,2026-09-14,09:30,10:00,1,30
215,3,2026-09-05,08:00,08:30,1,30
216,3,2026-09-10,18:30,19:00,1,30
217,3,2026-09-29,12:30,13:00,1,30
218,3,2026-09-19,10:00,10:30,0,30
219,3,2026-09-13,12:30,13:00,1,30
220,3,2026-09-06,09:30,10:00,1,30
221,3,2026-09-28,14:00,14:30,1,30
222,3,2026-09-12,09:00,09:30,1,30
223,3,2026-09-06,08:00,08:30,1,30
224,3,2026-09-18,10:00,10:30,0,30
225,3,2026-09-01,18:30,19:00,1,30
226,3,2026-09-01,08:00,08:30,1,30
227,3,2026-09-17,12:30,13:00,1,30
228,3,2026-09-24,11:00,11:30,1,30
229,3,2026-09-30,08:30,09:00,1,30
230,3,2026-09-30,11:30,12:00,1,30
231,3,2026-09-13,08:00,08:30,1,30
232,3,2026-09-17,13:00,13:30,1,30
233,3,2026-09-16,09:30,10:00,1,30
234,3,2026-09-12,18:30,19:00,1,30
235,3,2026-09-20,15:00,15:30,0,30
236,3,2026-09-26,18:30,19:00,1,30
237,3,2026-09-18,08:30,09:00,1,30
238,3,2026-09-30,15:00,15:30,1,30
239,3,2026-09-08,10:00,10:30,1,30
240,3,2026-09-28,16:00,16:30,1,30
241,3,2026-09-28,12:00,12:30,1,30
242,3,2026-09-13,10:30,11:00,1,30
243,3,2026-09-14,18:00,18:30,1,30
244,3,2026-09-06,08:30,09:00,1,30
245,3,2026-09-28,10:00,10:30,1,30
246,3,2026-09-19,08:00,08:30,0,30
247,3,2026-09-09,12:00,12:30,0,30
248,3,2026-09-07,18:00,18:30,1,30
249,3,2026-09-08,08:00,08:30,1,30
250,3,2026-09-09,08:00,08:30,1,30
251,3,2026-09-14,14:00,14:30,1,30
252,3,2026-09-30,11:00,11:30,1,30
253,3,2026-09-03,13:00,13:30,0,30
254,3,2026-09-08,16:00,16:30,1,30
255,3,2026-09-30,09:30,10:00,1,30
256,3,2026-09-11,09:30,10:00,0,30
257,3,2026-09-09,13:00,13:30,1,30
258,3,2026-09-06,15:30,16:00,1,30
259,3,2026-09-16,13:30,14:00,1,30
260,3,2026-09-02,11:30,12:00,1,30
261,3,2026-09-09,09:00,09:30,1,30
262,3,2026-09-27,17:00,17:30,1,30
263,3,2026-09-10,16:30,17:00,1,30
264,3,2026-09-06,11:00,11:30,1,30
265,3,2026-09-13,12:30,13:00,0,30
266,3,2026-09-01,12:00,12:30,1,30
267,3,2026-09-21,18:00,18:30,0,30
268,3,2026-09-04,18:30,19:00,1,30
269,3,2026-09-29,18:30,19:00,1,30
270,3,2026-09-18,18:00,18:30,0,30
271,3,2026-09-23,10:30,11:00,0,30
272,3,2026-09-25,15:00,15:30,1,30
273,3,2026-09-01,10:30,11:00,0,30
274,3,2026-09-15,09:00,09:30,0,30
275,3,2026-09-28,17:30,18:00,0,30
276,3,2026-09-15,11:00,11:30,0,30
277,3,2026-09-06,09:30,10:00,1,30
278,3,2026-09-03,12:00,12:30,0,30
279,3,2026-09-05,10:00,10:30,1,30
280,3,2026-09-17,09:30,10:00,1,30
281,3,2026-09-11,11:30,12:00,0,30
282,3,2026-09-25,18:30,19:00,1,30
283,3,2026-09-04,08:00,08:30,1,30
284,3,2026-09-05,13:30,14:00,1,30
285,3,2026-09-07,15:00,15:30,0,30
286,3,2026-09-29,13:30,14:00,1,30
287,3,2026-09-06,15:30,16:00,1,30
288,3,2026-09-15,17:00,17:30,1,30
289,3,2026-09-26,08:00,08:30,1,30
290,3,2026-09-08,09:30,10:00,0,30
291,3,2026-09-08,16:30,17:00,0,30
292,3,2026-09-08,17:30,18:00,1,30
293,3,2026-09-07,13:30,14:00,1,30
294,3,2026-09-27,11:00,11:30,0,30
295,3,2026-09-11,08:30,09:00,1,30
296,3,2026-09-10,18:30,19:00,0,30
297,3,2026-09-13,16:30,17:00,1,30
298,3,2026-09-03,18:00,18:30,1,30
299,3,2026-09-26,11:00,11:30,1,30
300,3,2026-09-27,10:30,11:00,0,30
301,4,2026-09-27,13:30,14:00,1,30
302,4,2026-09-07,11:30,12:00,0,30
303,4,2026-09-26,15:00,15:30,0,30
304,4,2026-09-30,16:30,17:00,1,30
305,4,2026-10-01,10:00,10:30,1,30
306,4,2026-09-05,15:30,16:00,0,30
307,4,2026-09-24,11:00,11:30,1,30
308,4,2026-09-02,16:30,17:00,0,30
309,4,2026-09-17,09:00,09:30,1,30
310,4,2026-09-30,09:30,10:00,1,30
311,4,2026-09-04,10:30,11:00,0,30
312,4,2026-09-01,14:30,15:00,1,30
313,4,2026-09-10,14:30,15:00,1,30
314,4,2026-09-04,16:30,17:00,0,30
315,4,2026-09-03,12:00,12:30,1,30
316,4,2026-09-16,11:30,12:00,0,30
317,4,2026-09-16,10:00,10:30,1,30
318,4,2026-09-21,18:30,19:00,0,30
319,4,2026-09-19,13:00,13:30,0,30
320,4,2026-09-16,15:30,16:00,1,30
321,4,2026-09-26,14:30,15:00,0,30
322,4,2026-09-15,08:00,08:30,1,30
323,4,2026-09-19,15:00,15:30,0,30
324,4,2026-09-16,11:30,12:00,1,30
325,4,2026-09-01,16:30,17:00,1,30
326,4,2026-09-28,08:30,09:00,1,30
327,4,2026-09-04,15:30,16:00,1,30
328,4,2026-09-30,17:30,18:00,1,30
329,4,2026-09-27,16:00,16:30,1,30
330,4,2026-09-06,08:00,08:30,0,30
331,4,2026-09-06,13:00,13:30,1,30
332,4,2026-09-18,09:30,10:00,1,30
333,4,2026-10-01,15:00,15:30,0,30
334,4,2026-09-30,17:30,18:00,1,30
335,4,2026-09-28,14:00,14:30,0,30
336,4,2026-09-28,18:30,19:00,1,30
337,4,2026-09-16,13:00,13:30,1,30
338,4,2026-09-22,17:30,18:00,1,30
339,4,2026-09-01,13:30,14:00,0,30
340,4,2026-09-13,13:00,13:30,1,30
341,4,2026-09-29,16:00,16:30,0,30
342,4,2026-09-07,11:00,11:30,1,30
343,4,2026-09-11,16:30,17:00,0,30
344,4,2026-09-12,12:30,13:00,0,30
345,4,2026-09-02,13:00,13:30,1,30
346,4,2026-09-23,15:30,16:00,0,30
347,4,2026-09-10,16:00,16:30,0,30
348,4,2026-09-29,14:00,14:30,1,30
349,4,2026-09-01,16:00,16:30,0,30
350,4,2026-09-23,13:00,13:30,1,30
351,4,2026-09-17,13:00,13:30,1,30
352,4,2026-09-08,16:00,16:30,1,30
353,4,2026-09-12,12:30,13:00,1,30
354,4,2026-09-14,12:00,12:30,1,30
355,4,2026-09-10,16:00,16:30,1,30
356,4,2026-09-07,14:00,14:30,0,30
357,4,2026-09-05,16:00,16:30,1,30
358,4,2026-09-08,16:00,16:30,1,30
359,4,2026-09-19,10:30,11:00,0,30
360,4,2026-09-04,10:00,10:30,1,30
361,4,2026-09-25,12:00,12:30,1,30
362,4,2026-09-01,11:30,12:00,0,30
363,4,2026-09-26,09:00,09:30,1,30
364,4,2026-09-24,09:00,09:30,0,30
365,4,2026-09-11,11:30,12:00,1,30
366,4,2026-09-23,11:30,12:00,1,30
367,4,2026-09-19,18:30,19:00,1,30
368,4,2026-09-13,15:30,16:00,0,30
369,4,2026-09-02,18:00,18:30,0,30
370,4,2026-09-13,12:00,12:30,1,30
371,4,2026-09-08,11:30,12:00,1,30
372,4,2026-09-17,14:30,15:00,1,30
373,4,2026-09-22,13:30,14:00,0,30
374,4,2026-09-07,14:30,15:00,1,30
375,4,2026-09-14,14:30,15:00,1,30
376,4,2026-09-14,14:00,14:30,1,30
377,4,2026-09-16,16:30,17:00,1,30
378,4,2026-09-02,17:30,18:00,1,30
379,4,2026-09-15,08:30,09:00,1,30
380,4,2026-09-06,08:30,09:00,1,30
381,4,2026-09-01,18:30,19:00,0,30
382,4,2026-09-22,18:30,19:00,1,30
383,4,2026-09-24,11:00,11:30,1,30
384,4,2026-09-22,18:30,19:00,1,30
385,4,2026-09-18,16:00,16:30,0,30
386,4,2026-09-26,14:30,15:00,1,30
387,4,2026-09-15,10:00,10:30,1,30
388,4,2026-09-26,15:00,15:30,1,30
389,4,2026-09-17,13:00,13:30,0,30
390,4,2026-09-23,18:00,18:30,0,30
391,4,2026-09-02,09:00,09:30,1,30
392,4,2026-09-09,09:30,10:00,1,30
393,4,2026-09-08,15:00,15:30,0,30
394,4,2026-09-12,15:30,16:00,1,30
395,4,2026-09-05,16:00,16:30,0,30
396,4,2026-09-10,12:00,12:30,0,30
397,4,2026-09-07,12:00,12:30,1,30
398,4,2026-09-28,17:00,17:30,0,30
399,4,2026-09-22,13:00,13:30,0,30
400,4,2026-09-06,08:00,08:30,0,30
401,5,2026-09-21,14:00,14:30,1,30
402,5,2026-09-13,12:30,13:00,1,30
403,5,2026-09-13,18:30,19:00,1,30
404,5,2026-09-04,18:00,18:30,1,30
405,5,2026-09-21,15:00,15:30,1,30
406,5,2026-10-01,10:00,10:30,1,30
407,5,2026-09-19,18:00,18:30,0,30
408,5,2026-09-06,13:30,14:00,1,30
409,5,2026-09-17,14:30,15:00,1,30
410,5,2026-09-16,16:00,16:30,1,30
411,5,2026-09-09,16:00,16:30,1,30
412,5,2026-09-11,08:00,08:30,1,30
413,5,2026-09-17,18:00,18:30,0,30
414,5,2026-09-26,08:30,09:00,1,30
415,5,2026-09-10,11:00,11:30,0,30
416,5,2026-09-01,11:00,11:30,1,30
417,5,2026-09-15,13:00,13:30,0,30
418,5,2026-09-07,12:00,12:30,0,30
419,5,2026-09-02,09:30,10:00,1,30
420,5,2026-09-21,12:00,12:30,1,30
421,5,2026-09-16,10:00,10:30,0,30
422,5,2026-09-04,12:30,13:00,1,30
423,5,2026-09-22,16:30,17:00,1,30
424,5,2026-09-24,17:30,18:00,0,30
425,5,2026-09-30,16:00,16:30,1,30
426,5,2026-09-18,09:00,09:30,1,30
427,5,2026-09-02,16:30,17:00,1,30
428,5,2026-09-16,17:30,18:00,0,30
429,5,2026-09-05,15:00,15:30,0,30
430,5,2026-09-18,16:00,16:30,1,30
431,5,2026-09-10,15:30,16:00,1,30
432,5,2026-09-22,08:00,08:30,0,30
433,5,2026-09-09,18:30,19:00,1,30
434,5,2026-09-04,18:00,18:30,1,30
435,5,2026-09-19,13:00,13:30,1,30
436,5,2026-09-27,16:30,17:00,0,30
437,5,2026-09-27,09:00,09:30,1,30
438,5,2026-09-01,08:00,08:30,0,30
439,5,2026-09-06,09:00,09:30,0,30
440,5,2026-09-27,10:30,11:00,1,30
441,5,2026-09-03,14:30,15:00,1,30
442,5,2026-09-23,18:00,18:30,1,30
443,5,2026-09-08,14:00,14:30,1,30
444,5,2026-09-05,11:30,12:00,1,30
445,5,2026-09-01,17:30,18:00,0,30
446,5,2026-10-01,18:00,18:30,1,30
447,5,2026-09-20,14:00,14:30,1,30
448,5,2026-09-19,08:30,09:00,0,30
449,5,2026-09-26,13:30,14:00,1,30
450,5,2026-09-04,18:00,18:30,0,30
451,5,2026-09-19,11:00,11:30,1,30
452,5,2026-09-26,12:30,13:00,0,30
453,5,2026-09-23,10:00,10:30,1,30
454,5,2026-09-06,17:00,17:30,1,30
455,5,2026-09-27,08:00,08:30,1,30
456,5,2026-10-01,09:00,09:30,1,30
457,5,2026-09-25,15:30,16:00,0,30
458,5,2026-09-17,16:30,17:00,0,30
459,5,2026-09-26,15:30,16:00,0,30
460,5,2026-09-04,18:00,18:30,0,30
461,5,2026-09-30,09:00,09:30,0,30
462,5,2026-09-24,15:00,15:30,1,30
463,5,2026-09-01,10:30,11:00,1,30
464,5,2026-09-20,12:30,13:00,1,30
465,5,2026-09-24,18:30,19:00,1,30
466,5,2026-09-29,16:30,17:00,1,30
467,5,2026-09-23,15:30,16:00,1,30
468,5,2026-09-30,09:30,10:00,1,30
469,5,2026-09-25,09:30,10:00,1,30
470,5,2026-09-21,12:00,12:30,1,30
471,5,2026-09-22,13:00,13:30,1,30
472,5,2026-09-13,14:00,14:30,0,30
473,5,2026-09-20,18:30,19:00,1,30
474,5,2026-09-26,18:30,19:00,1,30
475,5,2026-09-28,13:00,13:30,1,30
476,5,2026-09-30,09:30,10:00,1,30
477,5,2026-09-16,12:00,12:30,1,30
478,5,2026-09-15,08:30,09:00,0,30
479,5,2026-09-29,16:00,16:30,1,30
480,5,2026-09-19,08:00,08:30,1,30
481,5,2026-09-12,16:00,16:30,1,30
482,5,2026-09-19,16:30,17:00,1,30
483,5,2026-09-10,08:30,09:00,1,30
484,5,2026-09-07,13:30,14:00,0,30
485,5,2026-09-05,11:00,11:30,1,30
486,5,2026-09-01,13:30,14:00,1,30
487,5,2026-09-09,09:30,10:00,1,30
488,5,2026-09-27,11:30,12:00,1,30
489,5,2026-09-24,09:30,10:00,0,30
490,5,2026-09-07,09:00,09:30,0,30
491,5,2026-10-01,12:00,12:30,1,30
492,5,2026-09-19,14:00,14:30,0,30
493,5,2026-09-13,09:00,09:30,1,30
494,5,2026-09-03,10:30,11:00,0,30
495,5,2026-09-27,17:30,18:00,1,30
496,5,2026-09-21,12:30,13:00,1,30
497,5,2026-09-04,09:30,10:00,1,30
498,5,2026-09-17,11:30,12:00,1,30
499,5,2026-09-08,14:30,15:00,0,30
500,5,2026-09-24,12:30,13:00,1,30
501,6,2026-09-09,13:00,13:30,0,30
502,6,2026-09-12,16:30,17:00,1,30
503,6,2026-09-26,17:30,18:00,0,30
504,6,2026-09-06,10:30,11:00,1,30
505,6,2026-09-29,11:00,11:30,1,30
506,6,2026-10-01,16:30,17:00,1,30
507,6,2026-09-22,18:00,18:30,1,30
508,6,2026-09-02,12:00,12:30,0,30
509,6,2026-09-07,15:00,15:30,0,30
510,6,2026-09-20,17:00,17:30,1,30
511,6,2026-09-19,18:30,19:00,1,30
512,6,2026-09-10,18:00,18:30,0,30
513,6,2026-09-28,17:30,18:00,0,30
514,6,2026-09-28,13:00,13:30,1,30
515,6,2026-09-23,13:30,14:00,1,30
516,6,2026-09-20,13:30,14:00,1,30
517,6,2026-09-08,08:00,08:30,0,30
518,6,2026-09-04,12:00,12:30,1,30
519,6,2026-09-19,08:00,08:30,1,30
520,6,2026-09-15,15:00,15:30,0,30
521,6,2026-09-23,08:00,08:30,1,30
522,6,2026-09-29,12:00,12:30,1,30
523,6,2026-09-13,08:00,08:30,0,30
524,6,2026-09-14,14:00,14:30,1,30
525,6,2026-09-18,13:00,13:30,1,30
526,6,2026-09-11,12:30,13:00,0,30
527,6,2026-09-21,17:00,17:30,1,30
528,6,2026-09-02,10:30,11:00,1,30
529,6,2026-09-22,17:30,18:00,1,30
530,6,2026-09-07,10:00,10:30,0,30
531,6,2026-09-15,11:30,12:00,1,30
532,6,2026-09-12,12:30,13:00,0,30
533,6,2026-09-13,15:00,15:30,1,30
534,6,2026-09-15,09:00,09:30,0,30
535,6,2026-09-08,09:00,09:30,0,30
536,6,2026-09-25,13:30,14:00,0,30
537,6,2026-09-12,13:00,13:30,1,30
538,6,2026-09-18,13:00,13:30,1,30
539,6,2026-09-26,14:00,14:30,1,30
540,6,2026-09-11,17:30,18:00,1,30
541,6,2026-09-12,10:00,10:30,1,30
542,6,2026-09-21,10:00,10:30,0,30
543,6,2026-09-09,11:30,12:00,1,30
544,6,2026-09-10,15:00,15:30,1,30
545,6,2026-09-06,11:30,12:00,1,30
546,6,2026-09-05,15:00,15:30,0,30
547,6,2026-09-01,17:30,18:00,1,30
548,6,2026-09-11,10:00,10:30,1,30
549,6,2026-09-29,16:00,16:30,1,30
550,6,2026-09-15,08:30,09:00,1,30
551,6,2026-09-09,18:30,19:00,1,30
552,6,2026-09-03,08:00,08:30,1,30
553,6,2026-09-08,11:00,11:30,1,30
554,6,2026-09-08,11:30,12:00,1,30
555,6,2026-09-10,12:30,13:00,1,30
556,6,2026-09-28,17:30,18:00,1,30
557,6,2026-09-12,14:30,15:00,1,30
558,6,2026-09-10,10:30,11:00,1,30
559,6,2026-09-14,08:30,09:00,1,30
560,6,2026-09-05,17:30,18:00,0,30
561,6,2026-09-22,12:30,13:00,1,30
562,6,2026-09-26,08:30,09:00,0,30
563,6,2026-09-07,12:00,12:30,1,30
564,6,2026-09-18,09:30,10:00,1,30
565,6,2026-09-25,16:30,17:00,1,30
566,6,2026-09-09,18:00,18:30,1,30
567,6,2026-09-12,13:30,14:00,1,30
568,6,2026-09-30,16:00,16:30,0,30
569,6,2026-09-09,15:30,16:00,1,30
570,6,2026-09-24,09:30,10:00,1,30
571,6,2026-09-28,08:30,09:00,0,30
572,6,2026-09-01,16:00,16:30,1,30
573,6,2026-09-26,13:30,14:00,0,30
574,6,2026-09-01,13:30,14:00,0,30
575,6,2026-09-25,12:00,12:30,1,30
576,6,2026-09-04,18:00,18:30,0,30
577,6,2026-09-15,16:00,16:30,1,30
578,6,2026-09-05,08:30,09:00,1,30
579,6,2026-09-16,08:00,08:30,1,30
580,6,2026-09-29,10:00,10:30,1,30
581,6,2026-10-01,18:30,19:00,0,30
582,6,2026-09-30,14:00,14:30,1,30
583,6,2026-10-01,10:00,10:30,1,30
584,6,2026-09-17,17:30,18:00,1,30
585,6,2026-09-09,11:00,11:30,1,30
586,6,2026-09-11,10:00,10:30,1,30
587,6,2026-10-01,09:00,09:30,1,30
588,6,2026-09-21,18:30,19:00,1,30
589,6,2026-09-30,13:30,14:00,1,30
590,6,2026-09-07,11:30,12:00,0,30
591,6,2026-09-21,15:30,16:00,1,30
592,6,2026-09-23,10:30,11:00,1,30
593,6,2026-09-27,15:30,16:00,1,30
594,6,2026-09-03,12:00,12:30,1,30
595,6,2026-09-04,11:30,12:00,1,30
596,6,2026-09-10,13:00,13:30,0,30
597,6,2026-09-05,08:30,09:00,1,30
598,6,2026-09-19,11:00,11:30,1,30
599,6,2026-09-05,14:00,14:30,1,30
600,6,2026-09-11,10:30,11:00,1,30
601,7,2026-09-25,10:00,10:30,1,30
602,7,2026-09-01,10:00,10:30,0,30
603,7,2026-09-03,16:00,16:30,1,30
604,7,2026-09-19,08:00,08:30,0,30
605,7,2026-09-27,11:00,11:30,0,30
606,7,2026-09-28,17:00,17:30,1,30
